Festival_Year,Artist_Name
roskilde-festival-1998,meredith-brooks
roskilde-festival-1998,tori-amos
roskilde-festival-1998,kraftwerk
roskilde-festival-1998,sonic-youth
roskilde-festival-1998,primal-scream
roskilde-festival-1998,buddy-guy
roskilde-festival-1998,the-mighty-mighty-bosstones
roskilde-festival-1998,dr-john
roskilde-festival-1998,dimmu-borgir
roskilde-festival-1998,the-jesus-mary-chain
roskilde-festival-1998,coal-chamber
roskilde-festival-1998,lisa-ekdahl
roskilde-festival-1998,mogwai
roskilde-festival-1998,d-a-d
roskilde-festival-1998,the-skatalites
roskilde-festival-1998,alabama-3
roskilde-festival-1998,mynta
roskilde-festival-1998,julian-marley
roskilde-festival-1998,spiritualized
roskilde-festival-1998,finley-quaye
roskilde-festival-1998,turbonegro
roskilde-festival-1998,keith-secola-the-wild-band-of-indians
roskilde-festival-1998,nikolaj-n-rlund-med-rhonda-harris
roskilde-festival-1998,bootleg-beatles
roskilde-festival-1998,dj-c-j-bolland
roskilde-festival-1998,dj-carl-cox
roskilde-festival-1998,dj-chaotik-ramses
roskilde-festival-1998,dj-ian-o-brien
roskilde-festival-1998,dj-jeff-mills
roskilde-festival-1998,dj-peter-skovsted
roskilde-festival-1998,djs-kruder-dorfmeister
roskilde-festival-1998,djs-mario-j-kenny-glasgow
roskilde-festival-1998,ginman-j-rgensen
roskilde-festival-1998,luke-slater-freak-funk
roskilde-festival-1998,max-cavalera-s-soulfly
roskilde-festival-1998,moonspell
roskilde-festival-1998,mr-live-tony-bones
roskilde-festival-1998,nils-petter-molv-r-khmer
roskilde-festival-1998,stompin-crawfish
roskilde-festival-1998,the-boulevard-connection-loop-troop
roskilde-festival-1998,the-original-danish-polcalypso-orchestra
roskilde-festival-1998,gypsy-passion-orchestra-feat-joaqu-n-cort-s
roskilde-festival-1998,julian-damian-marley
roskilde-festival-1998,roy-pascal-on-purpose
roskilde-festival-1998,mew
roskilde-festival-1998,nitin-sawhney
roskilde-festival-1998,the-jon-spencer-blues-explosion
roskilde-festival-1998,weeping-willows
roskilde-festival-1998,laurent-garnier
roskilde-festival-1998,fu-manchu
roskilde-festival-1998,catatonia
roskilde-festival-1998,the-high-mighty
roskilde-festival-1998,hanne-boel
roskilde-festival-1998,tortoise
roskilde-festival-1998,galaxy
roskilde-festival-1998,non-phixion
roskilde-festival-1998,refugee-camp-all-stars
roskilde-festival-1998,richie-hawtin
roskilde-festival-1998,backyard-babies
roskilde-festival-1998,adam-f
roskilde-festival-1998,kashmir
roskilde-festival-1998,atari-teenage-riot
roskilde-festival-1998,dj-aron
roskilde-festival-1998,idlewild
roskilde-festival-1998,natacha-atlas
roskilde-festival-1998,pizzicato-five
roskilde-festival-1998,vieja-trova-santiaguera
roskilde-festival-1998,asian-dub-foundation
roskilde-festival-1998,stereo-total
roskilde-festival-1998,friends
roskilde-festival-1998,malk-de-koijn
roskilde-festival-1998,boom-boom-satellites
roskilde-festival-1998,drum-island
roskilde-festival-1998,company-flow
roskilde-festival-1998,illdisposed
roskilde-festival-1998,bernard-butler
roskilde-festival-1998,dub-syndicate
roskilde-festival-1998,lois
roskilde-festival-1998,rocket-from-the-crypt
roskilde-festival-1998,subgud
roskilde-festival-1998,tabou-combo
roskilde-festival-1998,kristin-hersh
roskilde-festival-1998,lo-fidelity-allstars
roskilde-festival-1998,seigmen
roskilde-festival-1998,bentley-rhythm-ace
roskilde-festival-1998,orchestre-national-de-barb-s
roskilde-festival-1998,arsonists
roskilde-festival-1998,clemens
roskilde-festival-1998,baal
roskilde-festival-1998,ash
roskilde-festival-1998,ole-theill
roskilde-festival-1998,mass-influence
roskilde-festival-1998,musafir
roskilde-festival-1998,aziza-a
roskilde-festival-1998,psyched-up-janis
roskilde-festival-1998,brave-combo
roskilde-festival-1998,konishi
roskilde-festival-1998,new-birth-brass-band
roskilde-festival-1998,radish
roskilde-festival-1998,shanks
roskilde-festival-1998,sorten-muld
roskilde-festival-1998,kreidler
roskilde-festival-1998,sawt-el-atlas
roskilde-festival-1998,sternklang
roskilde-festival-1998,impulse
roskilde-festival-1998,bj-rn-svin
roskilde-festival-1998,scan-x
roskilde-festival-1998,super-cayor-de-dakar
roskilde-festival-1998,quant
roskilde-festival-1998,steve-stoll
roskilde-festival-1998,the-drags
roskilde-festival-1998,bleeder
roskilde-festival-1998,headrillaz
roskilde-festival-1998,palace-of-pleasure
roskilde-festival-1998,puddu-varano
roskilde-festival-1998,ulan-bator
roskilde-festival-1998,sportsguitar
roskilde-festival-1998,setona
roskilde-festival-1998,speaker-bite-me
roskilde-festival-1998,aisha-kandisha-s-jarring-effetcs
roskilde-festival-1998,bobbito-the-barber
roskilde-festival-1998,dj-schack
roskilde-festival-1998,dj-360-
roskilde-festival-1998,dj-abstract
roskilde-festival-1998,e-t-a-
roskilde-festival-1998,hypnotix
roskilde-festival-1998,luksus
roskilde-festival-1998,paulito-y-su-elite
roskilde-festival-1998,queens-of-shiba
roskilde-festival-1998,smilin-myron
roskilde-festival-1998,the-earl-gray-band
smukfest-1998,green-day
smukfest-1998,run-dmc
smukfest-1998,the-emotions
smukfest-1998,thin-lizzy
smukfest-1998,deep-blue-something
smukfest-1998,right-said-fred
smukfest-1998,the-wailers
smukfest-1998,ringo-starr
smukfest-1998,lisa-ekdahl
smukfest-1998,colorblind
smukfest-1998,d-a-d
smukfest-1998,the-yardbirds
smukfest-1998,steam
smukfest-1998,angelique-kidjo
smukfest-1998,smokie
smukfest-1998,axel-wirtz
smukfest-1998,flower-pot-party
smukfest-1998,dm-i-rock
smukfest-1998,hit-med-80-erne
smukfest-1998,lars-lilholt-m-band
smukfest-1998,the-oyster-band
smukfest-1998,sigurd-barrett
smukfest-1998,andrew-strong
smukfest-1998,poul-krebs-de-sm-sensationer
smukfest-1998,daze
smukfest-1998,dj-krause
smukfest-1998,dawn
smukfest-1998,hanne-boel
smukfest-1998,big-fat-snake
smukfest-1998,lois
smukfest-1998,sneakers
smukfest-1998,killer-queen
smukfest-1998,souvenirs
smukfest-1998,the-king
smukfest-1998,baal
smukfest-1998,steve-mason
smukfest-1998,stig-m-ller
smukfest-1998,resistance-d
smukfest-1998,randi-laubek
smukfest-1998,etta-cameron
smukfest-1998,sorten-muld
smukfest-1998,big-town-playboys
smukfest-1998,bj-rn-svin
smukfest-1998,xplore
smukfest-1998,fielfraz
smukfest-1998,dj-jedi
smukfest-1998,sunzet
smukfest-1998,frank-lorber
smukfest-1998,peter-de-andre-kopier
smukfest-1998,jesper-bjarnesen
smukfest-1998,nina-forsberg
smukfest-1998,bj-rk
smukfest-1998,aarhus-symfoniorkester
smukfest-1998,the-pockets
smukfest-1998,led-zeppelin-jam
smukfest-1998,die-herren
smukfest-1998,shubidua
roskilde-festival-1999,metallica
roskilde-festival-1999,andr-williams
roskilde-festival-1999,robbie-williams
roskilde-festival-1999,r-e-m-
roskilde-festival-1999,marilyn-manson
roskilde-festival-1999,blondie
roskilde-festival-1999,blur
roskilde-festival-1999,gilb-r
roskilde-festival-1999,al-green
roskilde-festival-1999,molotov
roskilde-festival-1999,placebo
roskilde-festival-1999,stereophonics
roskilde-festival-1999,culture-club
roskilde-festival-1999,the-chemical-brothers
roskilde-festival-1999,barenaked-ladies
roskilde-festival-1999,faithless
roskilde-festival-1999,everlast
roskilde-festival-1999,the-roots
roskilde-festival-1999,basement-jaxx
roskilde-festival-1999,los-amigos-invisibles
roskilde-festival-1999,wilco
roskilde-festival-1999,guano-apes
roskilde-festival-1999,echo-the-bunnymen
roskilde-festival-1999,carlinhos-brown
roskilde-festival-1999,suede
roskilde-festival-1999,skunk-anansie
roskilde-festival-1999,cornelius
roskilde-festival-1999,dilated-peoples
roskilde-festival-1999,dj-frank-e
roskilde-festival-1999,marcos-valle
roskilde-festival-1999,orbital
roskilde-festival-1999,manic-street-preachers
roskilde-festival-1999,ministry
roskilde-festival-1999,built-to-spill
roskilde-festival-1999,cassius
roskilde-festival-1999,thomas-helmig
roskilde-festival-1999,blonde-redhead
roskilde-festival-1999,monster-magnet
roskilde-festival-1999,ulf-lundell
roskilde-festival-1999,eclipse
roskilde-festival-1999,olu-dara
roskilde-festival-1999,cibo-matto
roskilde-festival-1999,death-in-vegas
roskilde-festival-1999,the-divine-comedy
roskilde-festival-1999,the-tubes
roskilde-festival-1999,dj-typhoon
roskilde-festival-1999,dj-opiate
roskilde-festival-1999,peter-laugesen-dj-wunderbaum
roskilde-festival-1999,lamb
roskilde-festival-1999,dj-mike-maguire
roskilde-festival-1999,the-boulevard-connection-loop-troop
roskilde-festival-1999,april-club-feat-h-ebsch-originators-h-kan-lidbo-bj-rn-svin-dj-lab
roskilde-festival-1999,clair-poulton
roskilde-festival-1999,deepfried-toguma
roskilde-festival-1999,dj-minus-8
roskilde-festival-1999,dj-ritu-s-asian-equation
roskilde-festival-1999,future-sound-of-melbourne
roskilde-festival-1999,jazzy-hours-hosted-by-wunderbaum-fatman
roskilde-festival-1999,margareth-menezes-band
roskilde-festival-1999,noise-khanyile-mangugu-ase-africa
roskilde-festival-1999,primal-sound-system-feat-dj-leenus-yoga-darchives-eclectic-bob-perphane
roskilde-festival-1999,rasheed-dj-miz
roskilde-festival-1999,rizwan-muazam-qawwali-group
roskilde-festival-1999,slam-presents-pressure-funk
roskilde-festival-1999,teebee-k-feat-richard-tony
roskilde-festival-1999,the-flaming-lips-car-experience
roskilde-festival-1999,the-lords-of-svek-feat-stephan-grieder-the-pers
roskilde-festival-1999,trigbag-feat-dj-team
roskilde-festival-1999,tu-nokwe-women-unite
roskilde-festival-1999,yossi-fine-the-ex-centric-sound-system
roskilde-festival-1999,dj-martin-morales
roskilde-festival-1999,dj-pg-jesper
roskilde-festival-1999,ben-besiakov-bo-stief
roskilde-festival-1999,dj-morten-wilken
roskilde-festival-1999,cenpendrumbum
roskilde-festival-1999,dj-sweet-frederik
roskilde-festival-1999,wunderbaum-fatman
roskilde-festival-1999,ernest-ranglin
roskilde-festival-1999,eva-dahlgren
roskilde-festival-1999,ra-l-paz
roskilde-festival-1999,shpongle
roskilde-festival-1999,mercury-rev
roskilde-festival-1999,heather-nova
roskilde-festival-1999,alliance-ethnik
roskilde-festival-1999,bob-hund
roskilde-festival-1999,johnny-madsen-band
roskilde-festival-1999,timo-maas
roskilde-festival-1999,coldcut
roskilde-festival-1999,covenant
roskilde-festival-1999,albita
roskilde-festival-1999,apoptygma-berzerk
roskilde-festival-1999,tkzee
roskilde-festival-1999,ziq
roskilde-festival-1999,kashmir
roskilde-festival-1999,dj-aron
roskilde-festival-1999,raga-rockers
roskilde-festival-1999,tim-christensen
roskilde-festival-1999,the-residents
roskilde-festival-1999,mundo-livre-s-a
roskilde-festival-1999,die-sterne
roskilde-festival-1999,gluecifer
roskilde-festival-1999,silicone-soul
roskilde-festival-1999,nashville-pussy
roskilde-festival-1999,motorpsycho
roskilde-festival-1999,busi-mhlongo
roskilde-festival-1999,spain
roskilde-festival-1999,super-natural
roskilde-festival-1999,hedningarna
roskilde-festival-1999,jello-biafra
roskilde-festival-1999,swayzack
roskilde-festival-1999,waldemar-bastos
roskilde-festival-1999,hallucinogen
roskilde-festival-1999,chaser
roskilde-festival-1999,mouse-on-mars
roskilde-festival-1999,radio-tarifa
roskilde-festival-1999,transglobal-underground
roskilde-festival-1999,last-emperor
roskilde-festival-1999,22-pistepirkko
roskilde-festival-1999,den-gale-pose
roskilde-festival-1999,derrick-carter
roskilde-festival-1999,the-creatures
roskilde-festival-1999,jigmastas
roskilde-festival-1999,pole
roskilde-festival-1999,b12
roskilde-festival-1999,badmarsh-shri
roskilde-festival-1999,dj-noize
roskilde-festival-1999,godspeed
roskilde-festival-1999,schneider-tm
roskilde-festival-1999,an-der-beat
roskilde-festival-1999,da-de
roskilde-festival-1999,natural-elements
roskilde-festival-1999,psyched-up-janis
roskilde-festival-1999,moses-taiwa-molelekwa
roskilde-festival-1999,liberator
roskilde-festival-1999,solex
roskilde-festival-1999,superheroes
roskilde-festival-1999,dazee
roskilde-festival-1999,h-kan-lidbo
roskilde-festival-1999,mixmaster-morris
roskilde-festival-1999,natural-ressource
roskilde-festival-1999,maryam-mursal
roskilde-festival-1999,bj-rn-svin
roskilde-festival-1999,withering-surface
roskilde-festival-1999,mnemonic
roskilde-festival-1999,salamat
roskilde-festival-1999,the-tuesdays
roskilde-festival-1999,dj-mhz
roskilde-festival-1999,frederic-galliano
roskilde-festival-1999,dj-domino
roskilde-festival-1999,kyed
roskilde-festival-1999,melted
roskilde-festival-1999,saiko-pod
roskilde-festival-1999,a1-people
roskilde-festival-1999,on-trial
roskilde-festival-1999,hotei
roskilde-festival-1999,papaya
roskilde-festival-1999,baby-hotel-hunger
roskilde-festival-1999,dj-360-
roskilde-festival-1999,dennis-uprock
roskilde-festival-1999,dj-rap
roskilde-festival-1999,fabio-grooverider
roskilde-festival-1999,hammerfall
roskilde-festival-1999,i-cube
roskilde-festival-1999,port-friendly
roskilde-festival-1999,rue-east
roskilde-festival-1999,the-burnouts
roskilde-festival-1999,alex-mart-n-ensemble
smukfest-1999,the-cardigans
smukfest-1999,michael-learns-to-rock
smukfest-1999,gary-moore
smukfest-1999,under
smukfest-1999,mom
smukfest-1999,dr-hook
smukfest-1999,nik-kershaw
smukfest-1999,john-hiatt
smukfest-1999,crash-test-dummies
smukfest-1999,e-type
smukfest-1999,david-lee-roth
smukfest-1999,ge-aleksandersen-sambandet
smukfest-1999,thomas-helmig
smukfest-1999,d-a-d
smukfest-1999,infernal
smukfest-1999,del-amitri
smukfest-1999,cartoons
smukfest-1999,the-jeff-healey-band
smukfest-1999,dj-kjeld-tolstrup
smukfest-1999,mijk-van-dijk
smukfest-1999,forwarmers
smukfest-1999,club-camaleon
smukfest-1999,mp-the-hollywoods
smukfest-1999,dj-carsten-reinholdt
smukfest-1999,dj-gayle-san
smukfest-1999,van-the-man-band
smukfest-1999,lars-lilholt-m-band
smukfest-1999,havanna-express
smukfest-1999,captain-hoffers-show-band
smukfest-1999,level-42-s-mark-king
smukfest-1999,the-original-danish-polcalypso-orchestra
smukfest-1999,mr-jack-the-daniels
smukfest-1999,alex-nyborg-trio
smukfest-1999,sigurd-barretts-pianoshow
smukfest-1999,dodo-the-dodos
smukfest-1999,maggie-reilly
smukfest-1999,the-fabulous
smukfest-1999,walter-trout
smukfest-1999,pretty-maids
smukfest-1999,johnny-madsen-band
smukfest-1999,dawn
smukfest-1999,allan-olsen
smukfest-1999,kashmir
smukfest-1999,dr-mhus
smukfest-1999,soap
smukfest-1999,frank-e
smukfest-1999,nikolaj-piloterne
smukfest-1999,stkyst-hustlers
smukfest-1999,zididada
smukfest-1999,bl-jne
smukfest-1999,l-ron-harald
smukfest-1999,morell-morell
smukfest-1999,caroline-henderson
smukfest-1999,clemens
smukfest-1999,stig-m-ller
smukfest-1999,miss-djax
smukfest-1999,leahy
smukfest-1999,toni-rios
smukfest-1999,natural-born-hippies
smukfest-1999,beepop
smukfest-1999,bellboy
smukfest-1999,papkasseshow
smukfest-1999,sky-high
smukfest-1999,master-fatman
smukfest-1999,jonz
smukfest-1999,jesper-bjarnesen
smukfest-1999,jazzn-dderne
smukfest-1999,aarhus-symfoniorkester
smukfest-1999,led-zeppelin-jam
smukfest-1999,head-first
roskilde-festival-2000,oasis
roskilde-festival-2000,dj-ti-sto
roskilde-festival-2000,the-cure
roskilde-festival-2000,muse
roskilde-festival-2000,pearl-jam
roskilde-festival-2000,iron-maiden
roskilde-festival-2000,nine-inch-nails
roskilde-festival-2000,pet-shop-boys
roskilde-festival-2000,bush
roskilde-festival-2000,kelis
roskilde-festival-2000,lenine
roskilde-festival-2000,rico
roskilde-festival-2000,everything-but-the-girl
roskilde-festival-2000,crazy-town
roskilde-festival-2000,travis
roskilde-festival-2000,lou-reed
roskilde-festival-2000,live
roskilde-festival-2000,bad-company
roskilde-festival-2000,machine-head
roskilde-festival-2000,groove-armada
roskilde-festival-2000,danzig
roskilde-festival-2000,sigur-ros
roskilde-festival-2000,chumbawamba
roskilde-festival-2000,roger-sanchez
roskilde-festival-2000,youssou-n-dour
roskilde-festival-2000,stratovarius
roskilde-festival-2000,the-the
roskilde-festival-2000,timbuktu
roskilde-festival-2000,the-flaming-lips
roskilde-festival-2000,in-extremo
roskilde-festival-2000,th-str-m
roskilde-festival-2000,los-de-abajo
roskilde-festival-2000,madrugada
roskilde-festival-2000,d-a-d
roskilde-festival-2000,st-etienne
roskilde-festival-2000,calexico
roskilde-festival-2000,desmond-dekker
roskilde-festival-2000,dj-lab
roskilde-festival-2000,nephew
roskilde-festival-2000,dj-jasper-the-satellite
roskilde-festival-2000,luke-slater-freak-funk
roskilde-festival-2000,trigbag-feat-dj-team
roskilde-festival-2000,amon-tobin
roskilde-festival-2000,bo-dollis-the-wild-magnolias
roskilde-festival-2000,cai-bojsen-m-ller-orchestra
roskilde-festival-2000,dj-cam---loa-project
roskilde-festival-2000,dj-thomas-gylling
roskilde-festival-2000,eric-s-dj-sound-system
roskilde-festival-2000,fauna-flash-djs
roskilde-festival-2000,femi-anikulapo-kuti-the-positive-force
roskilde-festival-2000,ferus-mustafov-and-band
roskilde-festival-2000,gomez
roskilde-festival-2000,goran-bregovic-wedding-funeral-band-orchestra
roskilde-festival-2000,kid-koala-bullfrog
roskilde-festival-2000,krydsfelt
roskilde-festival-2000,lars-holte
roskilde-festival-2000,lust-sound-system
roskilde-festival-2000,ms-mukupa-outlandish
roskilde-festival-2000,n-der-le-setsima-group
roskilde-festival-2000,platipus-sound-system
roskilde-festival-2000,prof-scuba
roskilde-festival-2000,s-m-mongstad
roskilde-festival-2000,semantix-nis
roskilde-festival-2000,stars-of-ska
roskilde-festival-2000,system-f3-sound-system
roskilde-festival-2000,the-k-k-liba-project
roskilde-festival-2000,venus-brown-band
roskilde-festival-2000,ziggy-marley-the-melody-makers
roskilde-festival-2000,dj-food-dj-cheeba-dj-moneyshot---3-way-mix
roskilde-festival-2000,the-master-musicians-of-jajouka-led-by-bachir-attar
roskilde-festival-2000,smog
roskilde-festival-2000,the-wannadies
roskilde-festival-2000,biosphere
roskilde-festival-2000,north-mississippi-all-stars
roskilde-festival-2000,laurent-garnier
roskilde-festival-2000,roni-size-reprazent
roskilde-festival-2000,rae-christian
roskilde-festival-2000,robot
roskilde-festival-2000,superfunk
roskilde-festival-2000,rin-r-se
roskilde-festival-2000,andreas-johnson
roskilde-festival-2000,oval
roskilde-festival-2000,fields-of-the-nephilim
roskilde-festival-2000,sergent-garcia
roskilde-festival-2000,rollins-band
roskilde-festival-2000,beanfield
roskilde-festival-2000,junoon
roskilde-festival-2000,lee-burridge
roskilde-festival-2000,sahara-hotnights
roskilde-festival-2000,loop-troop
roskilde-festival-2000,b-t-
roskilde-festival-2000,cuarteto-patria
roskilde-festival-2000,love-shop
roskilde-festival-2000,methods-of-mayhem
roskilde-festival-2000,girlfriend
roskilde-festival-2000,the-rockets
roskilde-festival-2000,der-dritte-raum
roskilde-festival-2000,the-kovenant
roskilde-festival-2000,the-olivia-tremor-control
roskilde-festival-2000,kent
roskilde-festival-2000,sidestepper
roskilde-festival-2000,dj-misjah
roskilde-festival-2000,nebula
roskilde-festival-2000,essence
roskilde-festival-2000,dissidenten
roskilde-festival-2000,ricardo-lemvo-makina-loca
roskilde-festival-2000,romanthony
roskilde-festival-2000,yat-kha
roskilde-festival-2000,cheb-a-ssa
roskilde-festival-2000,justin-robertson
roskilde-festival-2000,the-flaming-sideburns
roskilde-festival-2000,p-18
roskilde-festival-2000,eliades-ochoa-y-el-cuarteto-patria
roskilde-festival-2000,spiritual-beggars
roskilde-festival-2000,tarwater
roskilde-festival-2000,wendo-kolosoy
roskilde-festival-2000,hoven-droven
roskilde-festival-2000,tremolo-beer-gut
roskilde-festival-2000,the-for-carnation
roskilde-festival-2000,fundamental
roskilde-festival-2000,funkst-rung
roskilde-festival-2000,nikolaj-n-rlund
roskilde-festival-2000,dub-tractor
roskilde-festival-2000,arling-cameron
roskilde-festival-2000,neil-landstrumm
roskilde-festival-2000,dicte
roskilde-festival-2000,blazing-eternity
roskilde-festival-2000,superheroes
roskilde-festival-2000,fister
roskilde-festival-2000,starecase
roskilde-festival-2000,brother-brown
roskilde-festival-2000,marie-frank
roskilde-festival-2000,willie-nelson-family
roskilde-festival-2000,silo
roskilde-festival-2000,under-byen
roskilde-festival-2000,massinfluence
roskilde-festival-2000,dj-skaft
roskilde-festival-2000,cascabulho
roskilde-festival-2000,daniel-bell
roskilde-festival-2000,magga-stina
roskilde-festival-2000,missin-linx
roskilde-festival-2000,ill-bill
roskilde-festival-2000,dauerfisch
roskilde-festival-2000,funk-n-lata
roskilde-festival-2000,juan-de-marcos-afro-cuban-all-stars
roskilde-festival-2000,urga
roskilde-festival-2000,first-floor-power
roskilde-festival-2000,sund-fornuft
roskilde-festival-2000,the-defectors
roskilde-festival-2000,glorybox
roskilde-festival-2000,spotrunnaz
roskilde-festival-2000,watercress
roskilde-festival-2000,speaker-bite-me
roskilde-festival-2000,goodiepal
roskilde-festival-2000,michael-reinboth
roskilde-festival-2000,moon-gringo
roskilde-festival-2000,gjallarhorn
roskilde-festival-2000,koneveljet
roskilde-festival-2000,universal-funk
roskilde-festival-2000,henning-st-rk-band
roskilde-festival-2000,e-t-a-
roskilde-festival-2000,the-burnouts
roskilde-festival-2000,dj-nicka
roskilde-festival-2000,gigandhi
roskilde-festival-2000,klart-d-r
roskilde-festival-2000,serras
roskilde-festival-2000,sin-palabras
roskilde-festival-2000,tikimann
roskilde-festival-2000,tothe-international
roskilde-festival-2000,wynona
roskilde-festival-2000,lok
smukfest-2000,the-cranberries
smukfest-2000,eiffel-65
smukfest-2000,michael-learns-to-rock
smukfest-2000,bloodhound-gang
smukfest-2000,beck
smukfest-2000,bad-religion
smukfest-2000,status-quo
smukfest-2000,t-rex
smukfest-2000,kelly-family
smukfest-2000,uriah-heep
smukfest-2000,funkstar-deluxe
smukfest-2000,laid-back
smukfest-2000,pale
smukfest-2000,infernal
smukfest-2000,d-a-d
smukfest-2000,thomas-schumacher
smukfest-2000,the-brand-new-heavies
smukfest-2000,rickie-lee-jones
smukfest-2000,dj-carsten-reinholdt
smukfest-2000,innovation-latina
smukfest-2000,world-of-wonders-feat-martin-preisler
smukfest-2000,klassens-tykke-dreng
smukfest-2000,copenhagen-scratch-masters
smukfest-2000,dj-rune-cosmic
smukfest-2000,mp-the-hollywoods
smukfest-2000,k-ldersquad
smukfest-2000,virvar-deluxe
smukfest-2000,bramsen-svarrer
smukfest-2000,dj-thomas-madvig
smukfest-2000,duoen-to
smukfest-2000,club-camaleon
smukfest-2000,dj-mads-palomas
smukfest-2000,gnags
smukfest-2000,dj-cemetery
smukfest-2000,erling-erlang
smukfest-2000,the-future-vision-project
smukfest-2000,runrig
smukfest-2000,dj-otto-palindrome
smukfest-2000,reef
smukfest-2000,bamses-venner
smukfest-2000,poul-krebs
smukfest-2000,johnny-madsen-band
smukfest-2000,richie-hawtin
smukfest-2000,big-fat-snake
smukfest-2000,kashmir
smukfest-2000,moonjam
smukfest-2000,nanna
smukfest-2000,love-shop
smukfest-2000,c-cilie-norby
smukfest-2000,peter-belli
smukfest-2000,creamy
smukfest-2000,johnny-reimar
smukfest-2000,hampenberg
smukfest-2000,humate
smukfest-2000,killer-queen
smukfest-2000,souvenirs
smukfest-2000,sebastian-band
smukfest-2000,baal
smukfest-2000,kaare-norge
smukfest-2000,stig-m-ller
smukfest-2000,monrad-rislund
smukfest-2000,polkageist
smukfest-2000,superheroes
smukfest-2000,tobias-trier
smukfest-2000,marie-frank
smukfest-2000,sp-just-frost
smukfest-2000,under-byen
smukfest-2000,mek-pek-party-band
smukfest-2000,le-freak
smukfest-2000,dj-toni
smukfest-2000,papkasseshow
smukfest-2000,dj-talkback
smukfest-2000,dj-domino
smukfest-2000,puddu-varano
smukfest-2000,savage-affair
smukfest-2000,the-powls
smukfest-2000,abdullah-s
smukfest-2000,shotgun-wedding
smukfest-2000,dj-schack
smukfest-2000,den-kummerlige-trio
smukfest-2000,inside-the-whale
smukfest-2000,klart-d-r
smukfest-2000,gods-comic
smukfest-2000,anne-linnet-marquis-de-sade
smukfest-2000,eta
smukfest-2000,dj-static
smukfest-2000,aarhus-symfoniorkester
smukfest-2000,vocapella
smukfest-2000,l-o-c-
roskilde-festival-2001,coldplay
roskilde-festival-2001,deftones
roskilde-festival-2001,guns-n-roses
roskilde-festival-2001,dj-ti-sto
roskilde-festival-2001,bob-dylan
roskilde-festival-2001,robbie-williams
roskilde-festival-2001,neil-young-crazy-horse
roskilde-festival-2001,tool
roskilde-festival-2001,queens-of-the-stone-age
roskilde-festival-2001,mos-def
roskilde-festival-2001,aqua
roskilde-festival-2001,phoenix
roskilde-festival-2001,nick-cave-the-bad-seeds
roskilde-festival-2001,modest-mouse
roskilde-festival-2001,beck
roskilde-festival-2001,barenaked-ladies
roskilde-festival-2001,faithless
roskilde-festival-2001,safri-duo
roskilde-festival-2001,george-thorogood-the-destroyers
roskilde-festival-2001,morris
roskilde-festival-2001,r-yksopp
roskilde-festival-2001,basement-jaxx
roskilde-festival-2001,the-hives
roskilde-festival-2001,khaled
roskilde-festival-2001,h-kan-hellstr-m
roskilde-festival-2001,joe-bonamassa
roskilde-festival-2001,karen
roskilde-festival-2001,stratovarius
roskilde-festival-2001,zero-7
roskilde-festival-2001,blue-foundation
roskilde-festival-2001,chico-cesar
roskilde-festival-2001,na-o-zumbie
roskilde-festival-2001,the-magnetic-fields
roskilde-festival-2001,feeder
roskilde-festival-2001,manic-street-preachers
roskilde-festival-2001,burning-spear
roskilde-festival-2001,stereo-mc-s
roskilde-festival-2001,mayhem
roskilde-festival-2001,morgan-heritage
roskilde-festival-2001,tinariwen
roskilde-festival-2001,outlandish
roskilde-festival-2001,peaches
roskilde-festival-2001,tv-2
roskilde-festival-2001,big-bad-voodoo-daddy
roskilde-festival-2001,grandaddy
roskilde-festival-2001,the-hellacopters
roskilde-festival-2001,bobby-hughes-experience
roskilde-festival-2001,justin-adams-the-wayward-sheikhs
roskilde-festival-2001,king-khan-his-sensational-shrines
roskilde-festival-2001,sabah-habas-mustapha-the-jugala-allstars
roskilde-festival-2001,st-thomas-the-magic-club
roskilde-festival-2001,the-asylum-street-spankers
roskilde-festival-2001,the-highlife-all-stars
roskilde-festival-2001,mew
roskilde-festival-2001,saybia
roskilde-festival-2001,the-haunted
roskilde-festival-2001,the-ark
roskilde-festival-2001,wookie
roskilde-festival-2001,rokia-traore
roskilde-festival-2001,saul-williams
roskilde-festival-2001,carpark-north
roskilde-festival-2001,corvine
roskilde-festival-2001,ozomatli
roskilde-festival-2001,timo-maas
roskilde-festival-2001,garmarna
roskilde-festival-2001,natacha-atlas
roskilde-festival-2001,africando
roskilde-festival-2001,f-nf-sterne-deluxe
roskilde-festival-2001,plaid
roskilde-festival-2001,tim-christensen
roskilde-festival-2001,arab-strap
roskilde-festival-2001,karate
roskilde-festival-2001,calm
roskilde-festival-2001,dear
roskilde-festival-2001,se-or-coconut
roskilde-festival-2001,tahiti-80
roskilde-festival-2001,sort-sol
roskilde-festival-2001,palle-mikkelborg
roskilde-festival-2001,slam
roskilde-festival-2001,talvin-singh
roskilde-festival-2001,da-lata
roskilde-festival-2001,tungtvann
roskilde-festival-2001,yousef
roskilde-festival-2001,misty-in-roots
roskilde-festival-2001,swan-lee
roskilde-festival-2001,red-warszawa
roskilde-festival-2001,my-vitriol
roskilde-festival-2001,mestre-ambr-sio
roskilde-festival-2001,jj72
roskilde-festival-2001,briskeby
roskilde-festival-2001,gobsquad
roskilde-festival-2001,jeans-team
roskilde-festival-2001,portland
roskilde-festival-2001,ski-oakenfull
roskilde-festival-2001,cause-4-concern
roskilde-festival-2001,dj-pyro
